time_value,geo_type,geo_value,rsv_pct_positive,flu_pct_positive
2014-08-23,region,prairies,0.71,0.64
2013-10-12,region,prairies,1.28,0.32
2014-04-19,province,bc,13.53,19.41
2014-01-04,province,qc,14.69,19.35
2013-12-07,region,atlantic,0.81,0.0
2014-02-08,province,bc,7.31,19.75
2013-10-19,nation,ca,0.9,0.17
2013-09-07,province,on,0.85,0.86
2014-04-19,nation,ca,8.0,15.55
2013-10-19,province,bc,0.88,0.0
2014-07-05,province,on,0.78,0.95
2013-12-07,province,qc,8.77,3.3
2014-02-08,province,on,11.35,16.43
2014-04-12,region,prairies,17.41,9.07
2014-04-12,region,atlantic,11.7,14.65
2013-10-19,province,on,1.83,0.15
2013-12-07,province,on,6.85,6.76
2014-07-05,region,atlantic,1.75,4.23
2014-04-12,province,qc,10.0,9.21
2014-02-08,province,qc,14.67,20.39
2013-10-19,province,qc,0.43,0.23
2014-04-12,province,on,4.33,22.87
2014-04-12,province,bc,12.55,19.04
2013-12-07,province,bc,4.32,9.88
2014-02-08,region,atlantic,2.24,31.24
2013-09-07,province,bc,0.0,0.0
2013-10-19,region,atlantic,0.0,0.0
2014-01-11,province,on,10.03,28.23
2014-07-05,province,bc,2.74,8.22
2014-04-12,nation,ca,9.48,15.27
2014-02-08,nation,ca,11.15,19.4
2014-02-01,province,on,9.87,17.69
2014-06-28,province,on,0.45,0.9
2014-04-26,province,on,3.06,18.03
2013-12-14,province,on,8.4,11.72
2013-10-12,province,bc,0.78,0.78
2014-06-28,province,qc,1.23,0.52
2014-04-26,province,bc,9.86,16.91
2014-02-01,province,qc,14.69,22.9
2014-06-28,region,atlantic,1.39,3.26
2014-04-26,nation,ca,6.95,13.4
2013-10-12,province,on,1.02,0.59
2013-12-14,province,bc,4.79,23.4
2014-02-01,region,atlantic,4.11,38.34
2014-04-19,region,prairies,15.68,10.32
2013-10-12,province,qc,0.61,0.0
2013-09-07,province,qc,1.14,0.0
2014-04-19,region,atlantic,11.02,21.71
2013-12-14,nation,ca,7.76,10.18
2014-02-01,region,prairies,7.25,16.99
2014-06-28,region,prairies,0.95,1.98
2013-10-12,region,atlantic,0.0,0.0
2014-04-19,province,qc,6.55,10.03
2014-07-05,nation,ca,1.11,1.34
2013-12-07,region,prairies,2.72,10.13
2014-04-19,province,on,4.39,21.49
2014-07-05,region,prairies,1.38,1.52
2013-10-19,region,prairies,0.21,0.2
2014-03-22,province,qc,13.05,11.92
2014-03-29,region,atlantic,12.36,18.26
2013-10-26,region,atlantic,0.0,0.0
2014-03-29,province,qc,10.6,11.71
2013-11-30,province,on,4.34,3.37
2013-08-31,region,prairies,0.58,1.37
2014-02-15,region,atlantic,3.31,19.89
2013-10-26,region,prairies,0.34,1.58
2014-07-19,province,bc,0.0,1.95
2014-03-29,province,on,7.77,18.77
2013-11-02,nation,ca,1.38,1.15
2013-11-30,province,bc,2.72,4.08
2014-07-19,province,on,0.39,2.57
2014-02-15,region,prairies,12.27,12.41
2014-03-29,province,bc,12.18,15.54
2014-07-19,province,qc,0.0,0.24
2014-03-29,nation,ca,10.94,13.92
2013-11-02,province,bc,0.0,1.27
